Template URL,HTTP Method,Provider / Domain,Code Sources / References,Target Database Table,Writing Script / Service Handler,Data Domain Category,Source Files,Status,Concrete Working URL
https://appfeeds.moneycontrol.com/jsonapi/market/marketmap&format=json&type={mtype}&ind_id={ind_id},GET,MoneyControl,explore_mc_tl.py:256,,,,urls_directory.csv,SUCCESS,https://appfeeds.moneycontrol.com//jsonapi//market//marketmap&format=json&type=0&ind_id=38
https://appfeeds.moneycontrol.com/jsonapi/market/marketmap?format=json&type=1&ind_id=${indId},GET,MoneyControl,marketData.ts:31,,,,urls_directory.csv,SUCCESS,https://appfeeds.moneycontrol.com//jsonapi//market//marketmap&format=json&type=0&ind_id=38
https://priceapi.moneycontrol.com/pricefeed/notapplicable/inidicesindia/{enc},GET,MoneyControl,explore_mc_tl.py:251,,,,urls_directory.csv,SUCCESS,https:////priceapi.moneycontrol.com//pricefeed//notapplicable//inidicesindia//in%3BNSX
https://priceapi.moneycontrol.com/pricefeed/nse/equitycash/{sc_id},GET,MoneyControl,explore_mc_tl.py:355,,,,urls_directory.csv,SUCCESS,https://priceapi.moneycontrol.com/pricefeed/nse/equitycash/BE03
https://priceapi.moneycontrol.com/pricefeed/techindicator/{period}/{enc},GET,MoneyControl,explore_mc_tl.py:271,,,,urls_directory.csv,SUCCESS,https://priceapi.moneycontrol.com//pricefeed//techindicator//D//in%3Bnbx
https://priceapi.moneycontrol.com/pricefeed/techindicator/{period}/{sc_id},GET,MoneyControl,explore_mc_tl.py:362,,,,urls_directory.csv,SUCCESS,https://priceapi.moneycontrol.com//pricefeed//techindicator//D//in%3Bnbx
https://priceapi.moneycontrol.com/techCharts/indianMarket/stock/history,GET,MoneyControl,"explore_mc_tl.py:351, intraday_fetcher.py:50",,,,urls_directory.csv,SUCCESS,https://priceapi.moneycontrol.com/techCharts/indianMarket/stock/history?symbol=INFY&resolution=1D&from=1781207470&to=1782071470&countback=2&currencyCode=INR
https://priceapi.moneycontrol.com/techCharts/indianMarket/stock/history?,GET,MoneyControl,moneycontrol_fetcher.py:411,,,,urls_directory.csv,SUCCESS,https://priceapi.moneycontrol.com/techCharts/indianMarket/stock/history?symbol=INFY&resolution=1D&from=1781207470&to=1782071470&countback=2&currencyCode=INR
https://priceapi.moneycontrol.com/techCharts/indianMarket/stock/history?symbol=${encodeURIComponent(mcSymbol)}&resolution=${resolution}&from=${from}&to=${to}&countback=329&currencyCode=INR,GET,MoneyControl,marketData.ts:116,,,,urls_directory.csv,SUCCESS,https://priceapi.moneycontrol.com/techCharts/indianMarket/stock/history?symbol=INFY&resolution=1D&from=1781207470&to=1782071470&countback=2&currencyCode=INR
https://priceapi.moneycontrol.com/techCharts/indianMarket/stock/history?symbol=${encodeURIComponent(mcSymbol)}&resolution=1D&from=543110400&to=${to}&countback=9869&currencyCode=INR,GET,MoneyControl,marketData.ts:118,,,,urls_directory.csv,SUCCESS,https://priceapi.moneycontrol.com/techCharts/indianMarket/stock/history?symbol=INFY&resolution=1D&from=1781207470&to=1782071470&countback=2&currencyCode=INR
https://www.moneycontrol.com/mc/widget/historicalrating/ratingPro?classic=true&type=gson&sc_did=${scId}&period=${period}&dur=6m,GET,MoneyControl,mcApiService.ts:597,,,,urls_directory.csv,SUCCESS,https://www.moneycontrol.com/mc/widget/historicalrating/ratingPro?classic=true&type=gson&sc_did=BE03&period=D&dur=6m
https://www.moneycontrol.com/mc/widget/historicalrating/ratingPro?classic=true&type=gson&sc_did={sc_id}&period={period}&dur=6m,GET,MoneyControl,explore_mc_tl.py:380,,,,urls_directory.csv,SUCCESS,https://www.moneycontrol.com/mc/widget/historicalrating/ratingPro?classic=true&type=gson&sc_did=BE03&period=D&dur=6m
https://www.moneycontrol.com/mc/widget/historicalrating?classic=true&type=gson&indice_id={sym}&period={period},GET,MoneyControl,explore_mc_tl.py:290,,,,urls_directory.csv,SUCCESS,https://www.moneycontrol.com/mc/widget/historicalrating?classic=true&type=gson&indice_id=in;cpr&period=W
https://www.moneycontrol.com/newsapi/mc_news.php?query=tags_slug:(,GET,MoneyControl,"explore_mc_tl.py:523, explore_mc_tl.py:525, explore_mc_tl.py:527",,,,urls_directory.csv,SUCCESS,https://www.moneycontrol.com/newsapi/mc_news.php?query=tags_slug%3A(%22results%22+%22result-poll%22+%22brokerage-results-estimates%22+%22result-analysis%22)&start=0&limit=8&sortby=creation_date&sortorder=desc
https://www.moneycontrol.com/stocks/company_info/get_vwap_chart_data.php?classic=true&sc_did=${scId},GET,MoneyControl,mcApiService.ts:818,,,,urls_directory.csv,SUCCESS,https://www.moneycontrol.com/stocks/company_info/get_vwap_chart_data.php?classic=true&sc_did=BE03
https://www.moneycontrol.com/stocks/company_info/get_vwap_chart_data.php?classic=true&sc_did={sc_id},GET,MoneyControl,explore_mc_tl.py:398,,,,urls_directory.csv,SUCCESS,https://www.moneycontrol.com/stocks/company_info/get_vwap_chart_data.php?classic=true&sc_did=BE03
https://api.moneycontrol.com/mcapi/v1/stock/estimates/analyst-rating?deviceType=W&scId={scId}&ex=N,GET,MoneyControl / api.moneycontrol.com,analyst_estimates_snapshot.py:35,"mc_analyst_ratings, analyst_estimates_history, proprietary_scores_history","moneycontrol_fetcher.py, analyst_estimates_snapshot.py",Corporate SWOT & Analyst Recommendations,"urls_directory.csv, existing_sqlite_postgres_db.csv",SUCCESS,https://api.moneycontrol.com/mcapi/v1/stock/estimates/analyst-rating?deviceType=W&scId=BE03&ex=N
https://api.moneycontrol.com/mcapi/v1/stock/estimates/price-forecast?scId={scId}&ex=N&deviceType=W,GET,MoneyControl / api.moneycontrol.com,analyst_estimates_snapshot.py:36,"mc_price_forecast, analyst_estimates_history, proprietary_scores_history","moneycontrol_fetcher.py, analyst_estimates_snapshot.py",Corporate SWOT & Analyst Recommendations,"urls_directory.csv, existing_sqlite_postgres_db.csv",SUCCESS,https://api.moneycontrol.com/mcapi/v1/stock/estimates/price-forecast?scId=BE03&ex=N&deviceType=W
https://priceapi.moneycontrol.com/pricefeed/nse/equitycash/{mc},GET,MoneyControl / priceapi.moneycontrol.com,backfill_sector_mc.py:38,nse_stocks,backfill_sector_mc.py,Master Stock Symbol Resolution,"urls_directory.csv, existing_sqlite_postgres_db.csv",SUCCESS,https://priceapi.moneycontrol.com/pricefeed/nse/equitycash/BE03
https://webapi.niftytrader.in/webapi/Symbol/other-stock-spot-data?symbol=INDIA+VIX,GET,NiftyTrader,marketIntelService.ts:500,,,,urls_directory.csv,SUCCESS,https://webapi.niftytrader.in/webapi/Symbol/other-stock-spot-data?symbol=GIFT+NIFTY
https://webapi.niftytrader.in/webapi/option/option-chain-data?symbol=${encodeURIComponent(symbol)}&exchange=nse&expiryDate=&atmBelow=0&atmAbove=0,GET,NiftyTrader,marketIntelService.ts:475,,,,urls_directory.csv,SUCCESS,https://webapi.niftytrader.in/webapi/option/option-chain-data?symbol=nifty&exchange=nse&expiryDate=&atmBelow=0&atmAbove=0
https://webapi.niftytrader.in/webapi/option/option-chain-data?symbol=${normalizedSymbol}&exchange=nse&expiryDate=&atmBelow=0&atmAbove=0,GET,NiftyTrader,optionChainService.ts:52,,,,urls_directory.csv,SUCCESS,https://webapi.niftytrader.in/webapi/option/option-chain-data?symbol=nifty&exchange=nse&expiryDate=&atmBelow=0&atmAbove=0
https://webapi.niftytrader.in/webapi/symbol/top-gainers-data?fno_stock=false,GET,NiftyTrader,topMoversService.ts:29,,,,urls_directory.csv,SUCCESS,https://webapi.niftytrader.in/webapi/symbol/top-gainers-data?fno_stock=false
https://webapi.niftytrader.in/webapi/usstock/global-market,GET,NiftyTrader,globalMarketService.ts:22,,,,urls_directory.csv,SUCCESS,https://webapi.niftytrader.in/webapi/usstock/global-market
https://webapi.niftytrader.in/webapi/option/option-chain-data,GET,NiftyTrader / webapi.niftytrader.in,pcr_fetcher.py:35,"stock_options_oi, historical_fno_sentiment",pcr_fetcher.py,Options Chains & PCR,"urls_directory.csv, existing_sqlite_postgres_db.csv",SUCCESS,https://webapi.niftytrader.in/webapi/option/option-chain-data?symbol=nifty&exchange=nse&expiryDate=&atmBelow=0&atmAbove=0
https://webapi.niftytrader.in/webapi/option/option-chain-data?symbol={symbol}&exchange=nse&expiryDate=&atmBelow=0&atmAbove=0,GET,NiftyTrader / webapi.niftytrader.in,"pcr_engine.py:48, pcr_fetcher.py:63",stock_options_oi,"pcr_fetcher.py, pcr_engine.py",Options Chains & PCR,"urls_directory.csv, existing_sqlite_postgres_db.csv",SUCCESS,https://webapi.niftytrader.in/webapi/option/option-chain-data?symbol=nifty&exchange=nse&expiryDate=&atmBelow=0&atmAbove=0
https://kayal.trendlyne.com/broker-webview/kayal/,GET,Trendlyne,explore_mc_tl.py:828,,,,urls_directory.csv,SUCCESS,https://kayal.trendlyne.com/broker-webview/kayal/all-in-one-screener-data-get/?perPageCount=200&pageNumber=0&screenpk=48091&groupType=all&groupName=
https://kayal.trendlyne.com/broker-webview/kayal/all-in-one-screener-data-get/?perPageCount=${perPageCount}&pageNumber=0&screenpk=${screenpk}&groupType=all&groupName=,GET,Trendlyne,mcApiService.ts:831,,,,urls_directory.csv,SUCCESS,https://kayal.trendlyne.com/broker-webview/kayal/all-in-one-screener-data-get/?perPageCount=200&pageNumber=0&screenpk=48091&groupType=all&groupName=
https://kayal.trendlyne.com/broker-webview/kayal/all-in-one-screener-data-get/?perPageCount=200&pageNumber=0&screenpk={}&groupType=all&groupName=,GET,Trendlyne,test.py:1,,,,urls_directory.csv,SUCCESS,https://kayal.trendlyne.com/broker-webview/kayal/all-in-one-screener-data-get/?perPageCount=200&pageNumber=0&screenpk=48091&groupType=all&groupName=
https://smartoptions.trendlyne.com/phoenix/api/fno/market/filter/?mtype=${mtype}&expDate=${dates.iso}&screenType=${screenType},GET,Trendlyne,fnoService.ts:223,,,,urls_directory.csv,SUCCESS,https://smartoptions.trendlyne.com/phoenix/api/fno/market/filter/?mtype=options&expDate=2026-05-26&screenType=most-active-contract
https://trendlyne.com/fundamentals/all-in-one-screener-data-get/?perPageCount=25&pageNumber=0&query=FIIPCT1Q+%3E+1&columns=FIIPCT1Q%2Csholding_date%2CcurrentPrice%2Cday_changeP&groupType=all&groupName=&sortBy=FIIPCT1Q&order=DESC,GET,Trendlyne,explore_mc_tl.py:692,,,,urls_directory.csv,SUCCESS,https://trendlyne.com/fundamentals/all-in-one-screener-data-get/?perPageCount=25&pageNumber=0&query=FIIPCT1Q+%3E+1&columns=FIIPCT1Q%2Csholding_date%2CcurrentPrice%2Cday_changeP%2Cmonth_changeP%2CPROMPCT%2CPROMPCT1Q%2CPROMPLEDGE%2CFIIHOLD&groupType=all&groupName=&sortBy=FIIPCT1Q&order=DESC
https://trendlyne.com/fundamentals/all-in-one-screener-data-get/?perPageCount=25&pageNumber=0&query=vol_day+%3E%3D+1.5+*+vol_week&columns=vol_day%2Cvol_week%2CcurrentPrice%2Cday_changeP&groupType=all&groupName=&sortBy=vol_day&order=DESC,GET,Trendlyne,explore_mc_tl.py:695,,,,urls_directory.csv,SUCCESS,https://trendlyne.com/fundamentals/all-in-one-screener-data-get/?perPageCount=25&pageNumber=0&query=FIIPCT1Q+%3E+1&columns=FIIPCT1Q%2Csholding_date%2CcurrentPrice%2Cday_changeP%2Cmonth_changeP%2CPROMPCT%2CPROMPCT1Q%2CPROMPLEDGE%2CFIIHOLD&groupType=all&groupName=&sortBy=FIIPCT1Q&order=DESC
https://trendlyne.com/fundamentals/json-screener/{pk}/5/0/index/NIFTY500/nifty-500/,GET,Trendlyne,explore_mc_tl.py:677,,,,urls_directory.csv,SUCCESS,https://trendlyne.com/fundamentals/json-screener/79795/5/0/index/NIFTY500/nifty-500/
https://trendlyne.com/fundamentals/tl-all-in-one-screener-data-get/?screenpk=${screenpk}&perPageCount=${limit}&groupType=all&groupName=all,GET,Trendlyne,marketData.ts:349,,,,urls_directory.csv,SUCCESS,https://trendlyne.com/fundamentals/tl-all-in-one-screener-data-get/?perPageCount=25&columns=ten_year_high%2CcurrentPrice%2CMCAP_Q%2Cday_changeP%2CchangeP_10yr%2Cvol_day&groupType=index&groupName=NIFTY500&sortBy=day_changeP&order=DESC&query=day_high%20%3E%3D%20ten_year_high
https://trendlyne.com/fundamentals/tl-all-in-one-screener-data-get/?screenpk=19814&perPageCount=25&groupType=index&groupName=NIFTY500&groupSlug=nifty-500,GET,Trendlyne,explore_mc_tl.py:701,,,,urls_directory.csv,SUCCESS,https://trendlyne.com/fundamentals/tl-all-in-one-screener-data-get/?perPageCount=25&columns=ten_year_high%2CcurrentPrice%2CMCAP_Q%2Cday_changeP%2CchangeP_10yr%2Cvol_day&groupType=index&groupName=NIFTY500&sortBy=day_changeP&order=DESC&query=day_high%20%3E%3D%20ten_year_high
https://trendlyne.com/fundamentals/tl-all-in-one-screener-data-get/?screenpk=515760&perPageCount=25&groupType=all&groupName=all,GET,Trendlyne,explore_mc_tl.py:698,,,,urls_directory.csv,SUCCESS,https://trendlyne.com/fundamentals/tl-all-in-one-screener-data-get/?perPageCount=25&columns=ten_year_high%2CcurrentPrice%2CMCAP_Q%2Cday_changeP%2CchangeP_10yr%2Cvol_day&groupType=index&groupName=NIFTY500&sortBy=day_changeP&order=DESC&query=day_high%20%3E%3D%20ten_year_high
https://trendlyne.com/fundamentals/tl-all-in-one-screener-data-get/?screenpk={pk}&perPageCount=25&groupType=all&groupName=all,GET,Trendlyne,"explore_mc_tl.py:682, explore_mc_tl.py:687",,,,urls_directory.csv,SUCCESS,https://trendlyne.com/fundamentals/tl-all-in-one-screener-data-get/?perPageCount=25&columns=ten_year_high%2CcurrentPrice%2CMCAP_Q%2Cday_changeP%2CchangeP_10yr%2Cvol_day&groupType=index&groupName=NIFTY500&sortBy=day_changeP&order=DESC&query=day_high%20%3E%3D%20ten_year_high
https://trendlyne.com/futures-options/api-filter/{inst}/{expiry_slug}-{tenor}/{filter_type}{path_suffix},GET,Trendlyne,explore_mc_tl.py:709,,,,urls_directory.csv,SUCCESS,https://trendlyne.com/futures-options/api-filter/futures/30-sep-2021-next/contract_gainers/
https://trendlyne.com/mutual-fund/getMFhome/?category={cat},GET,Trendlyne,explore_mc_tl.py:715,,,,urls_directory.csv,SUCCESS,https://trendlyne.com/mutual-fund/getMFhome/?category=ELSS
https://kayal.trendlyne.com/broker-webview/kayal/all-in-one-screener-data-get/,GET,Trendlyne / kayal.trendlyne.com,trendlyneScreener.ts:14,"trendlyne_screeners, trendlyne_screener_stocks, screener_master",trendlyneScreener.ts,Trendlyne Screener Sync,"urls_directory.csv, existing_sqlite_postgres_db.csv",SUCCESS,https://kayal.trendlyne.com/broker-webview/kayal/all-in-one-screener-data-get/?perPageCount=200&pageNumber=0&screenpk=48091&groupType=all&groupName=
https://api.moneycontrol.com/mcapi/v1/deals/insight?start=0&limit=${limit}&value=value&range=1W,GET,api.moneycontrol.com,,"bulk_deals, insider_trades","marketIntelService.ts, moneycontrol_fetcher.py",Corporate Block / Insider Deals,existing_sqlite_postgres_db.csv,SUCCESS,https://api.moneycontrol.com/mcapi/v1/deals/insight?start=0&limit=3&value=value&range=1W&action=buy
https://api.moneycontrol.com/mcapi/v1/deals/list?start=0&limit=${limit}&orderBy=deal_date&sortBy=DESC,GET,api.moneycontrol.com,,"bulk_deals, insider_trades","marketIntelService.ts, moneycontrol_fetcher.py",Corporate Block / Insider Deals,existing_sqlite_postgres_db.csv,SUCCESS,https://api.moneycontrol.com/mcapi/v1/deals/list?start=0&limit=24&orderBy=deal_date&sortBy=DESC&dealType=large&deviceType=W&apiVersion=177
https://api.moneycontrol.com/mcapi/v1/stock/estimates/earning-forecast?scId={scId}&ex=N&deviceType=W,GET,api.moneycontrol.com,,"mc_earnings_forecast, analyst_estimates_history, proprietary_scores_history","moneycontrol_fetcher.py, analyst_estimates_snapshot.py",Corporate SWOT & Analyst Recommendations,existing_sqlite_postgres_db.csv,SUCCESS,https://api.moneycontrol.com/mcapi/v1/stock/estimates/earning-forecast?scId=BE03&ex=N&deviceType=W&frequency=12&financialType=C
https://api.moneycontrol.com/mcapi/v1/stock/estimates/hits-misses?deviceType=W&scId={scId}&ex=N,GET,api.moneycontrol.com,,"mc_estimates_hits_misses, proprietary_scores_history",moneycontrol_fetcher.py,Corporate SWOT & Analyst Recommendations,existing_sqlite_postgres_db.csv,SUCCESS,https://api.moneycontrol.com/mcapi/v1/stock/estimates/hits-misses?deviceType=W&scId=BE03&ex=N&type=eps&financialType=C
https://api.stockedge.com/Api,GET,api.stockedge.com,explore_mc_tl.py:1109,,,,urls_directory.csv,SUCCESS,https://api.stockedge.com/Api/AlertsApi/GetSavedAlertsByType/3001/2021/03/26?relevantListings=10&page=1&pageSize=10&lang=en
