name,tlid,symbol,tlname
SARLAPOLY,1186,SARLAPOLY,sarla-performance-fibers-ltd
12120177,2220015,12120177,shivam-chemicals-ltd
DBEIL,2725569,DBEIL,deepak-builders-engineers-india-ltd
SPUNWEB,3169773,SPUNWEB,spunweb-nonwoven-ltd
ZLEENCON,2389,ZLEENCON,triliance-polymers-ltd
CCHHL,1560,CCHHL,country-club-hospitality-holidays-ltd
NAGPI,3827,NAGPI,nagpur-power-industries-ltd
JAMSHRI,2133,JAMSHRI,jamshri-realty-ltd
NAHARINDUS,904,NAHARINDUS,nahar-industrial-enterprises-ltd
NOVAIRNSTL,2650,NOVAIRNSTL,nova-iron-steel-ltd
RBZJEWEL,1839019,RBZJEWEL,rbz-jewellers-ltd
CARRARO,2867597,CARRARO,carraro-india-ltd
SMSPHARMA,1259,SMSPHARMA,sms-pharmaceuticals-ltd
SREEJAYA,3242,SREEJAYA,sparkle-gold-rock-ltd
SHYAMMETL,546490,SHYAMMETL,shyam-metalics-and-energy-ltd
BANCOINDIA,160,BANCOINDIA,banco-products-india-ltd
CHOWGULSTM,2112,CHOWGULSTM,chowgule-steamships-ltd
540782,83569,540782,sanghvi-brands-ltd
MIDSMALL,2308811,MIDSMALL,mirae-asset-nifty-midsmallcap400-momentum-quality-100-etf
IGL,596,IGL,indraprastha-gas-ltd
NBCC,916,NBCC,nbcc-india-ltd
ORIENTCER,981,ORIENTCER,orient-ceratech-ltd
BIRLANU,546,BIRLANU,birlanu-ltd
TCI,1368,TCI,transport-corporation-of-india-ltd
DATAMATICS,307,DATAMATICS,datamatics-global-services-ltd
INDOEURO,3027,INDOEURO,indo-euro-indchem-ltd
12260021,307947,12260021,g-m-polyplast-ltd
PRAGBOSIMI,2044,PRAGBOSIMI,prag-bosimi-synthetics-ltd
RCRL,3938,RCRL,shanti-guru-industries-ltd
SHAKTI,83099,SHAKTI,shakti-press-ltd
ROSSARI,243466,ROSSARI,rossari-biotech-ltd
11251277,2693383,11251277,khyati-global-ventures-ltd
GVT&D,67,GVT&D,ge-vernova-t-d-india-ltd
BIRLACORPN,198,BIRLACORPN,birla-corporation-ltd
SURANASOL,1556,SURANASOL,surana-solar-ltd
RAPIDFLEET,3032787,RAPIDFLEET,rapid-fleet-management-services-ltd
ASHCAP,2550,ASHCAP,ashirwad-capital-ltd
HUDCO,54143,HUDCO,housing-and-urban-development-corporation-ltd
15010017,2306833,15010017,associated-coaters-ltd
AICHAMP,47,AICHAMP,ai-champdany-industries-ltd
VARDHACRLC,1467,VARDHACRLC,vardhman-acrylics-ltd
SFPIL,3154,SFPIL,square-four-projects-india-ltd
POOJAENT,3764,POOJAENT,vashu-bhagnani-industries-ltd
BLKASHYAP,205,BLKASHYAP,b-l-kashyap-sons-ltd
GOLDENTOBC,482,GOLDENTOBC,golden-tobacco-ltd
ORIBEVER,2333,ORIBEVER,orient-beverages-ltd
LOWVOL1,850050,LOWVOL1,kotak-nifty-100-low-volatility-30-etf
COFFEEDAY,1785,COFFEEDAY,coffee-day-enterprises-ltd
CITYMAN,2862,CITYMAN,cityman-ltd
PADMAIND,3218,PADMAIND,padmanabh-industries-ltd
INDCTST,3762,INDCTST,inducto-steel-ltd
512345,83487,512345,lexora-global-ltd
542628,139531,542628,northern-spirits-ltd
VINCOFE,4137,VINCOFE,vintage-coffee-and-beverages-ltd
RAMRAT,2902,RAMRAT,ram-ratna-wires-ltd
SWASTIKA,3354,SWASTIKA,swastika-investmart-ltd
INDOAMIN,3064,INDOAMIN,indo-amines-ltd
JAYSREETEA,664,JAYSREETEA,jay-shree-tea-industries-ltd
HECPROJECT,87831,HECPROJECT,hec-infra-projects-ltd
BEPL,177,BEPL,bhansali-engineering-polymers-ltd
JSTL,4115,JSTL,jeevan-scientific-technology-ltd
MEWAT,83120,MEWAT,sizemasters-technology-ltd
541865,107259,541865,add-shop-e-retail-ltd
DHPIND,3542,DHPIND,dhp-india-ltd
519234,83297,519234,superior-industrial-enterprises-ltd
KFINTECH,1253626,KFINTECH,kfin-technologies-ltd
NITESHEST,946,NITESHEST,satchmo-holdings-ltd
LXCHEM,445357,LXCHEM,laxmi-organic-industries-ltd
11251204,857359,11251204,sunrise-efficient-marketing-ltd
ASTERDM,77534,ASTERDM,aster-dm-healthcare-ltd
WAGEND,82503,WAGEND,wagend-infra-venture-ltd
MICROPRO,1776119,MICROPRO,micropro-software-solutions-ltd
MARGOFIN,2046,MARGOFIN,margo-finance-ltd
MOENERGY,3297608,MOENERGY,motilal-oswal-nifty-energy-etf
RKSWAMY,2102499,RKSWAMY,r-k-swamy-ltd
RELICAB,4348,RELICAB,relicab-cable-manufacturing-ltd
BAWEJA,1924505,BAWEJA,baweja-studios-ltd
COSYN,4139,COSYN,cosyn-ltd
VOLERCAR,2974676,VOLERCAR,voler-car-ltd
3IINFOLTD,9,3IINFOLTD,3i-infotech-ltd
539527,4303,539527,creative-castings-ltd
NAVNETEDUL,915,NAVNETEDUL,navneet-education-ltd
BIOFILCHEM,3020,BIOFILCHEM,biofil-chemicals-pharmaceuticals-ltd
GCMCOMM,3976,GCMCOMM,gcm-commodity-derivatives-ltd
MPEL,3272267,MPEL,manas-polymers-and-energies-ltd
KLBRENG-B,2881,KLBRENG-B,kilburn-engineering-ltd
CANHLIFE,3286107,CANHLIFE,canara-hsbc-life-insurance-company-ltd
HATHWAY,523,HATHWAY,hathway-cable-datacom-ltd
KALYANIFRG,713,KALYANIFRG,kalyani-forge-ltd
M3GLOBAL,4101,M3GLOBAL,niyogin-fintech-ltd
MAGSON,1510407,MAGSON,magson-retail-distribution-ltd
BABAFP,1779435,BABAFP,baba-food-processing-india-ltd
UNITEDINT,2132,UNITEDINT,united-interactive-ltd
ENRIN,3145560,ENRIN,siemens-energy-india-ltd
PSB,1079,PSB,punjab-sind-bank
TPROJECT,4048,TPROJECT,thirani-projects-ltd
TATVA,596196,TATVA,tatva-chintan-pharma-chem-ltd
SAGARDEEP,87824,SAGARDEEP,sagardeep-alloys-ltd
RAJATH,2355,RAJATH,fynx-capital-ltd
SAMTEX,2861,SAMTEX,samtex-fashions-ltd
13193332,3453567,13193332,novus-loyalty-ltd
TRANSCOR,3842,TRANSCOR,transcorp-international-ltd
15070486,191144,15070486,ro-jewels-ltd
KOHINOOR,753,KOHINOOR,kohinoor-foods-ltd
TANEJAERO,2893,TANEJAERO,taneja-aerospace-aviation-ltd
RUSHIL,1159,RUSHIL,rushil-decor-ltd
PURVA,1085,PURVA,puravankara-ltd
DANGEE,107252,DANGEE,dangee-dums-ltd
MMFL,868,MMFL,m-m-forgings-ltd
NDRAUTO,258647,NDRAUTO,ndr-auto-components-ltd
543737,1288861,543737,aveer-foods-ltd
PUNJABCHEM,1083,PUNJABCHEM,punjab-chemicals-and-crop-protection-ltd
17160448,2163921,17160448,gconnect-logitech-and-supply-chain-ltd
PRECOT,1066,PRECOT,precot-ltd
CITL,4173,CITL,consecutive-commodities-ltd
ASHUTPM,3625,ASHUTPM,tridev-infraestates-ltd
SABRIMALA,82595,SABRIMALA,sabrimala-industries-india-ltd
VINNY,111260,VINNY,vinny-overseas-ltd
AEL,4208,AEL,amba-enterprises-ltd
CLEDUCATE,53326,CLEDUCATE,cl-educate-ltd
542376,127119,542376,spa-capital-services-ltd
JISLDVREQS,681,JISLDVREQS,dvr-jain-irrigation-systems
VEEDOL,1392,VEEDOL,veedol-corporation-ltd
15211101,3247925,15211101,airfloa-rail-technology-ltd
ARIHANT,100,ARIHANT,arihant-foundations-housing-ltd
HEIDELBERG,536,HEIDELBERG,heidelberg-cement-india-ltd
HOWARHO,3193,HOWARHO,howard-hotels-ltd
SPCENET,87791,SPCENET,spacenet-enterprises-india-ltd
GLOBAL,97167,GLOBAL,global-education-ltd
MUFTI,1839759,MUFTI,credo-brands-marketing-ltd
NAUKRI,913,NAUKRI,info-edge-india-ltd
NBFOOT,2932,NBFOOT,n-b-footwear-ltd
16620711,940240,16620711,pearl-green-clubs-and-resorts-ltd
PARKHOTELS,1985406,PARKHOTELS,apeejay-surrendra-park-hotels-ltd
MOINFRA,3111054,MOINFRA,motilal-oswal-bse-india-infrastructure-etf
11290695,3339455,11290695,mother-nutri-foods-ltd
VISTR,2526,VISTR,vishvprabha-ventures-ltd
BFUTILITIE,180,BFUTILITIE,bf-utilities-ltd
13160067,160298,13160067,transpact-enterprises-ltd
GANDHITUBE,437,GANDHITUBE,gandhi-special-tubes-ltd
SHIVAAGRO,3330,SHIVAAGRO,shiva-global-agro-industries-ltd
PRIMESECU,1073,PRIMESECU,prime-securities-ltd
SAKTHIFIN,1168,SAKTHIFIN,sakthi-finance-ltd
SCI,1196,SCI,shipping-corporation-of-india-ltd
ULTRACEMCO,1443,ULTRACEMCO,ultratech-cement-ltd
GALLOPS,82469,GALLOPS,gallops-enterprise-ltd
MUKKA,1841601,MUKKA,mukka-proteins-ltd
11290656,2425737,11290656,aelea-commodities-ltd
SAGCEM,1163,SAGCEM,sagar-cements-ltd
SAPPHIRE,716755,SAPPHIRE,sapphire-foods-india-ltd
RADHEDE,3528,RADHEDE,radhe-developers-india-ltd
METROBRAND,750564,METROBRAND,metro-brands-ltd
17160398,1316964,17160398,transvoy-logistics-india-ltd
SHRITECH,1565403,SHRITECH,shri-techtex-ltd
AESTHETIK,2497566,AESTHETIK,aesthetik-engineers-ltd
ARIHANTCAP,2473,ARIHANTCAP,arihant-capital-markets-ltd
VIKASWSP,2808,VIKASWSP,vikas-wsp-ltd
EXPOGAS,3167,EXPOGAS,expo-engineering-and-projects-ltd
DCXINDIA,1099425,DCXINDIA,dcx-systems-ltd
ANIKINDS,83,ANIKINDS,anik-industries-ltd
HATHWAYB,2393,HATHWAYB,hathway-bhawani-cabletel-datacom-ltd
CIEINDIA,816,CIEINDIA,cie-automotive-india-ltd
SILVERTUC,87793,SILVERTUC,silver-touch-technologies-ltd
ARIHANTACA,1251832,ARIHANTACA,arihant-academy-ltd
GGDANDE,2212,GGDANDE,g-g-dandekar-properties-ltd
HAL,80502,HAL,hindustan-aeronautics-ltd
540590,83463,540590,riddhi-corporate-services-ltd
GUJTHEM,2304,GUJTHEM,gujarat-themis-biosyn-ltd
542123,116515,542123,the-phosphate-company-ltd
SNEHAA,3231592,SNEHAA,snehaa-organics-ltd
ACCEL,2777,ACCEL,accel-ltd
TDPOWERSYS,1373,TDPOWERSYS,td-power-systems-ltd
TARINI,4051,TARINI,tarini-international-ltd
SECMARK,297625,SECMARK,secmark-consultancy-ltd
13521145,1543866,13521145,forbes-precision-tools-and-machine-parts-ltd
BIRLAMONEY,201,BIRLAMONEY,aditya-birla-money-ltd
JKIL,684,JKIL,j-kumar-infraprojects-ltd
ITDC,3803,ITDC,india-tourism-development-corporation-ltd
SMRUTHI,4382,SMRUTHI,smruthi-organics-ltd
RCDL,1747000,RCDL,rajgor-castor-derivatives-ltd
VCL,178225,VCL,vaxtex-cotfab-ltd
NATFIT,3537,NATFIT,national-fittings-ltd
541735,103645,541735,vivanta-industries-ltd
13521172,1706793,13521172,organic-recycling-systems-ltd
TEXRAIL,1380,TEXRAIL,texmaco-rail-engineering-ltd
SIMRAN,2824,SIMRAN,simran-farms-ltd
EXPLICITFIN,3350,EXPLICITFIN,explicit-finance-ltd
CHEMCON,297908,CHEMCON,chemcon-speciality-chemicals-ltd
VINYLINDIA,1487,VINYLINDIA,vinyl-chemicals-i-ltd
542446,129456,542446,jonjua-overseas-ltd
MONTECARLO,1554,MONTECARLO,monte-carlo-fashions-ltd
SBEC,82407,SBEC,sbec-systems-india-ltd
AVAILFC,3544,AVAILFC,available-finance-ltd
MURAD,52909,MURAD,franklin-industries-ltd
MRC,82228,MRC,mrc-agrotech-ltd
MANYAVAR,816269,MANYAVAR,vedant-fashions-ltd
14095667,2615305,14095667,share-samadhan-ltd
544361,2994893,544361,covance-softsol-ltd
SPMLINFRA,1278,SPMLINFRA,spml-infra-ltd
DHAMPURE,3740,DHAMPURE,dhampure-specialty-sugars-ltd
RAJTUBE,3294,RAJTUBE,rajasthan-tube-manufacturing-company-ltd
GPCL,4227,GPCL,gala-global-products-ltd
MEDISTEP,3211184,MEDISTEP,medistep-healthcare-ltd
16090125,3275143,16090125,shlokka-dyes-ltd
CHOTHANI,82423,CHOTHANI,chothani-foods-ltd
FINPIPE,417,FINPIPE,finolex-industries-ltd
WINDMACHIN,1523,WINDMACHIN,windsor-machines-ltd
CYBELEIND,3597,CYBELEIND,cybele-industries-ltd
TOKYOFIN,3650,TOKYOFIN,tokyo-finance-ltd
SHREESEC,4151,SHREESEC,shree-securities-ltd
CHENFERRO,4159,CHENFERRO,chennai-ferrous-industries-ltd
HISARMETAL,4380,HISARMETAL,hisar-metal-industries-ltd
GODREJCP,476,GODREJCP,godrej-consumer-products-ltd
CONCOR,279,CONCOR,container-corporation-of-india-ltd
16550743,2513817,16550743,broach-lifecare-hospital-ltd
GLOBECIVIL,3143497,GLOBECIVIL,globe-civil-projects-ltd
RCF,1117,RCF,rashtriya-chemicals-fertilizers-ltd
BANASFN,2392,BANASFN,banas-finance-ltd
ACROW,2611,ACROW,acrow-india-ltd
512115,83468,512115,rose-merc-ltd
ASIANPAINT,117,ASIANPAINT,asian-paints-ltd
FRSHTRP,3252,FRSHTRP,puretrop-fruits-ltd
ACME,4260,ACME,acme-resources-ltd
ARVEE,87858,ARVEE,arvee-laboratories-india-ltd
WINSOMTX,2717,WINSOMTX,winsome-textile-industries-ltd
15510865,3273759,15510865,mpk-steels-i-ltd
MEDICAMEQ,3473,MEDICAMEQ,medicamen-biotech-ltd
7NR,82913,7NR,7nr-retail-ltd
GML,3252645,GML,galaxy-medicare-ltd
MURUDCERA,896,MURUDCERA,murudeshwar-ceramics-ltd
AXELPOLY,2654,AXELPOLY,axel-polymers-ltd
STELLAR,3993,STELLAR,stellar-capital-services-ltd
ARTEMISMED,182406,ARTEMISMED,artemis-medicare-services-ltd
HINDPETRO,556,HINDPETRO,hindustan-petroleum-corporation-ltd
V2RETAIL,1461,V2RETAIL,v2-retail-ltd
SITAENT,2594,SITAENT,sita-enterprises-ltd
BBL,170,BBL,bharat-bijlee-ltd
14095027,191522,14095027,octavius-plantations-ltd
ESCORTSFIN,2497,ESCORTSFIN,invigorated-business-consulting-ltd
GOTHIPL,3464,GOTHIPL,gothi-plascon-india-ltd
MAYUKH,4297,MAYUKH,sattva-sukun-lifecare-ltd
VICTORYPP,61508,VICTORYPP,scoobee-day-garments-india-ltd
TRF,1413,TRF,trf-ltd
AARTIDRUGS,13,AARTIDRUGS,aarti-drugs-ltd
MDRNSTL,2617,MDRNSTL,modern-steels-ltd
RAMAPHO,2995,RAMAPHO,rama-phosphates-ltd
526211,83278,526211,suraj-industries-ltd
NSDL,3196098,NSDL,national-securities-depository-ltd
HBLENGINE,526,HBLENGINE,hbl-engineering-ltd
ZUARI,1548,ZUARI,zuari-agro-chemicals-ltd
OROSMITHS,3646,OROSMITHS,orosil-smiths-india-ltd
VIRINCHI,3830,VIRINCHI,virinchi-ltd
ARYAMAN,3291,ARYAMAN,aryaman-financial-services-ltd
RDBRL,3915,RDBRL,rdb-rasayans-ltd
14620210,167876,14620210,goblin-india-ltd
OMPOWER,3477827,OMPOWER,om-power-transmission-ltd
541741,103643,541741,fratelli-vineyards-ltd
TOLINS,2610661,TOLINS,tolins-tyres-ltd
JMA,1569,JMA,jullundur-motor-agency-delhi-ltd
FINELINE,2753,FINELINE,fine-line-circuits-ltd
POLYSPIN,4254,POLYSPIN,polyspin-exports-ltd
ADVANIHOTR,33,ADVANIHOTR,advani-hotels-resorts-india-ltd
NAHARPOLY,905,NAHARPOLY,nahar-poly-films-ltd
NILACHAL,82743,NILACHAL,nilachal-refractories-ltd
IPL,561314,IPL,india-pesticides-ltd
540613,83335,540613,gautam-exim-ltd
17041013,140651,17041013,v-r-films-studios-ltd
13510367,1054738,13510367,concord-control-systems-ltd
GROWWCHEM,3396722,GROWWCHEM,groww-nifty-chemicals-etf
GRASIM,490,GRASIM,grasim-industries-ltd
CSL,4123,CSL,continental-securities-ltd
14095010,166313,14095010,galactico-corporate-services-ltd
GUJHOTE,2354,GUJHOTE,gujarat-hotels-ltd
GENUSPOWER,449,GENUSPOWER,genus-power-infrastructures-ltd
MSPL,886,MSPL,msp-steel-power-ltd
ARVSMART,1760,ARVSMART,arvind-smartspaces-ltd
ARCHIDPLY,96,ARCHIDPLY,archidply-industries-ltd
POLYCHEM,2293,POLYCHEM,polychem-ltd
SRIKPRIND,2712,SRIKPRIND,sri-kpr-industries-ltd
BIRLAPREC,2882,BIRLAPREC,birla-precision-technologies-ltd
YAMNINV,2417,YAMNINV,yamini-investments-company-ltd
HTMEDIA,575,HTMEDIA,ht-media-ltd
SUPREME,3368,SUPREME,supreme-holdings-hospitality-india-ltd
TRISHAKT,3531,TRISHAKT,trishakti-industries-ltd
16510156,230204,16510156,billwin-industries-ltd
13193186,2838730,13193186,toss-the-coin-ltd
PDMJEPAPER,2003,PDMJEPAPER,pudumjee-paper-products-ltd
ANDHRAPET,2024,ANDHRAPET,andhra-petrochemicals-ltd
ATVPETRO,3031,ATVPETRO,svc-industries-ltd
AGIIL,4171,AGIIL,agi-infra-ltd
GKSL,3363907,GKSL,gujarat-kidney-and-super-speciality-ltd
SWADPOL,2155,SWADPOL,swadeshi-polytex-ltd
MFLINDIA,3169,MFLINDIA,mfl-india-ltd
TENNIND,3321513,TENNIND,tenneco-clean-air-india-ltd
TTIENT,4071,TTIENT,tti-enterprise-ltd
STALLION,2928218,STALLION,stallion-india-fluorochemicals-ltd
BENARAS,2398,BENARAS,benares-hotels-ltd
MAHALXSE,2633,MAHALXSE,mahalaxmi-seamless-ltd
PARAGON,1761998,PARAGON,paragon-fine-speciality-chemical-ltd
SAATVIKGL,3262884,SAATVIKGL,saatvik-green-energy-ltd
VINATIORGA,1485,VINATIORGA,vinati-organics-ltd
SESHACHAL,3698,SESHACHAL,seshachal-technologies-ltd
INDGN,2242832,INDGN,indegene-ltd
BRIGHOTEL,3190829,BRIGHOTEL,brigade-hotel-ventures-ltd
TIGLOB,2905,TIGLOB,t-i-global-ltd
BANKBARODA,162,BANKBARODA,bank-of-baroda
HINDCOMPOS,550,HINDCOMPOS,hindustan-composites-ltd
12270258,1799602,12270258,swashthik-plascon-ltd
SHKSIL,3146163,SHKSIL,shri-hare-krishna-sponge-iron-ltd
CYIENT,301,CYIENT,cyient-ltd
KGDENIM,2054,KGDENIM,k-g-denim-ltd
JOSTS,2247,JOSTS,jost-s-engineering-company-ltd
SOUTHERNIN,52906,SOUTHERNIN,southern-infoconsultants-ltd
540259,83472,540259,shangar-decor-ltd
12130129,2978665,12130129,l-k-mehta-polymers-ltd
16691930,3231593,16691930,sugs-lloyd-ltd
LENSKART,3309492,LENSKART,lenskart-solutions-ltd
ELECON,367,ELECON,elecon-engineering-company-ltd
KALPACOMME,4162,KALPACOMME,kalpa-commercial-ltd
OBCL,87860,OBCL,orissa-bengal-carrier-ltd
BATAINDIA,168,BATAINDIA,bata-india-ltd
ITC,647,ITC,itc-ltd
PARMCOS-B,2357,PARMCOS-B,paramount-cosmetics-i-ltd
SAENTER,3138,SAENTER,south-asian-enterprises-ltd
SHIVAGR,2896,SHIVAGR,shivagrico-implements-ltd
ZENOTECH,3775,ZENOTECH,zenotech-laboratories-ltd
HARDWYN,87741,HARDWYN,hardwyn-india-ltd
BVCL,228,BVCL,barak-valley-cements-ltd
IOB,638,IOB,indian-overseas-bank
SUVIDHAA,457974,SUVIDHAA,suvidhaa-infoserve-ltd
15140160,1055952,15140160,steelman-telecom-ltd
NDTV,922,NDTV,new-delhi-television-ltd
KATRSPG,2134,KATRSPG,katare-spinning-mills-ltd
SVPGLOB,2232,SVPGLOB,svp-global-textiles-ltd
BNAGROCHEM,4462,BNAGROCHEM,bn-agrochem-ltd
12270248,1093347,12270248,technopack-polymers-ltd
NIKITA,3110330,NIKITA,nikita-greentech-recycling-ltd
IVC,650,IVC,il-fs-investment-managers-ltd
SHYMINV,2223,SHYMINV,shyamkamal-investments-ltd
UDAYJEW,4296,UDAYJEW,uday-jewellery-industries-ltd
541006,83308,541006,angel-fibers-ltd
NGIL,97101,NGIL,nakoda-group-of-industries-ltd
15070572,876018,15070572,nanavati-ventures-ltd
E2ERAIL,3368591,E2ERAIL,e-to-e-transportation-infrastructure-ltd
INDRENEW,3990,INDRENEW,ind-renewable-energy-ltd
ALLTIME,3209812,ALLTIME,all-time-plastics-ltd
NORRIS,82521,NORRIS,norris-medicines-ltd
SUNREST,1777099,SUNREST,sunrest-lifescience-ltd
PNB,1048,PNB,punjab-national-bank
AONETMMQ50,3345243,AONETMMQ50,angel-one-nifty-total-market-momentum-quality-50-etf
11290693,3344369,11290693,astron-multigrain-ltd
UMESLTD,1444,UMESLTD,usha-martin-education-solutions-ltd
BSL,224,BSL,bsl-ltd
PORRITSPEN,2884,PORRITSPEN,voith-paper-fabrics-india-ltd
CEEJAY,3391,CEEJAY,ceejay-finance-ltd
TIRSARJ,3704,TIRSARJ,tirupati-sarjan-ltd
CHEMICAL,3337594,CHEMICAL,kotak-nifty-chemicals-etf
SHRIRAMPPS,750092,SHRIRAMPPS,shriram-properties-ltd
NIRAVCOM,2577,NIRAVCOM,nirav-commercials-ltd
ARTSONENGG,2885,ARTSONENGG,artson-ltd
TAC,2163919,TAC,tac-infosec-ltd
LYKISLTD,3370,LYKISLTD,lykis-ltd
SSPNFIN,4166,SSPNFIN,sspn-finance-ltd
11251273,2884192,11251273,leo-dryfruits-spices-trading-ltd
JKTYRE,687,JKTYRE,jk-tyre-industries-ltd
63MOONS,415,63MOONS,63-moons-technologies-ltd
LORDSCHLO,2063,LORDSCHLO,lords-chloro-alkali-ltd
16550712,1769049,16550712,kk-shah-hospitals-ltd
BANDHANBNK,79883,BANDHANBNK,bandhan-bank-ltd
SLONE,2242835,SLONE,slone-infosystems-ltd
NV20,1881,NV20,kotak-nifty-50-value-20-etf
VILAS,2283575,VILAS,vilas-transcore-ltd
NITINALOY,2372,NITINALOY,nitin-castings-ltd
LUDLOWJUT,3108,LUDLOWJUT,ludlow-jute-specialities-ltd
ATLASCYCLE,127,ATLASCYCLE,atlas-cycles-haryana-ltd
PUNJCOMMU,2073,PUNJCOMMU,punjab-communications-ltd
TYCHE,3835,TYCHE,tyche-industries-ltd
OWAIS,2072821,OWAIS,owais-metal-and-mineral-processing-ltd
PARASPETRO,1007,PARASPETRO,paras-petrofils-ltd
SARVESHWAR,87720,SARVESHWAR,sarveshwar-foods-ltd
GOACARBON,474,GOACARBON,goa-carbon-ltd
PASUPTAC,2087,PASUPTAC,pasupati-acrylon-ltd
RAJINFRA,3201,RAJINFRA,rajeswari-infrastructure-ltd
GLOBALE,2577724,GLOBALE,globale-tessile-ltd
APOLSINHOT,1558,APOLSINHOT,apollo-sindoori-hotels-ltd
MASFIN,62997,MASFIN,mas-financial-services-ltd
KUANTUM,3882,KUANTUM,kuantum-papers-ltd
SPLIL,1277,SPLIL,spl-industries-ltd
SUPTANERY,2983,SUPTANERY,super-tannery-ltd
HBLEAS,2379,HBLEAS,hb-leasing-finance-co-ltd
INTETHR,3423,INTETHR,integrated-thermoplastic-ltd
LFIC,780,LFIC,lakshmi-finance-industrial-corporation-ltd
FIRSTCRY,2487439,FIRSTCRY,brainbees-solutions-ltd
SONATSOFTW,1267,SONATSOFTW,sonata-software-ltd
SFML,2840734,SFML,supreme-facility-management-ltd
BLUESTARCO,209,BLUESTARCO,blue-star-ltd
JATTAINDUS,2694,JATTAINDUS,jattashankar-industries-ltd
13150302,3471765,13150302,safety-controls-devices-ltd
DYNAVSN,2750,DYNAVSN,dynavision-ltd
GREENCHEF,1510408,GREENCHEF,greenchef-appliances-ltd
16070385,2473629,16070385,kizi-apparels-ltd
TVSHLTD,1309,TVSHLTD,tvs-holdings-ltd
ATHARVENT,3280,ATHARVENT,atharv-enterprises-ltd
SGNTE,3702,SGNTE,sgn-telecoms-ltd
JOINDRE,3718,JOINDRE,joindre-capital-services-ltd
KOTIC,83566,KOTIC,kothari-industrial-corporation-ltd
13521102,740291,13521102,dmr-engineering-ltd
LOTUSEYE,797,LOTUSEYE,lotus-eye-hospital-and-institute-ltd
AYMSYNTEX,1774,AYMSYNTEX,aym-syntex-ltd
ABSLMSCIN,3436851,ABSLMSCIN,aditya-birla-sun-life-msci-india-etf
MPAGROFERT,2291,MPAGROFERT,m-p-agro-industries-ltd
BERLDRG,3053,BERLDRG,beryl-drugs-ltd
CONTCHM,2307,CONTCHM,continental-chemicals-ltd
VTMLTD,1505,VTMLTD,vtm-ltd
ZWELCAST,2204,ZWELCAST,welcast-steels-ltd
CHOKSILA,3157,CHOKSILA,choksi-laboratories-ltd
HARSHA,1037930,HARSHA,harsha-engineers-international-ltd
ULTRACAB,4086,ULTRACAB,ultracab-india-ltd
SGIL,108132,SGIL,synergy-green-industries-ltd
VISHNUINFR,1714982,VISHNUINFR,vishnusurya-projects-and-infra-ltd
TAIIND,2819,TAIIND,tai-industries-ltd
HITTCO,3657,HITTCO,hittco-tools-ltd
CMBL,61519,CMBL,corporate-merchant-bankers-ltd
GANHOLD,2185,GANHOLD,ganesh-holding-ltd
HARIOMPIPE,858893,HARIOMPIPE,hariom-pipe-industries-ltd
MUNJALAU,893,MUNJALAU,munjal-auto-industries-ltd
RAJRATAN,2781,RAJRATAN,rajratan-global-wire-ltd
IPHL,2560195,IPHL,indian-phosphate-ltd
UNOMINDA,864,UNOMINDA,uno-minda-ltd
SANPA,2735,SANPA,sangal-papers-ltd
OMAXAUTO,968,OMAXAUTO,omax-autos-ltd
WHBRADY,2103,WHBRADY,w-h-brady-company-ltd
PARNAMI,4078,PARNAMI,qgo-finance-ltd
INFORTEC,2196,INFORTEC,informed-technologies-india-ltd
RELICTEC,2495,RELICTEC,relic-technologies-ltd
INDBANK,605,INDBANK,indbank-merchant-banking-services-ltd
KROSS,2613902,KROSS,kross-ltd
ORKLAINDIA,3306166,ORKLAINDIA,orkla-india-ltd
GUJSTATFIN,516,GUJSTATFIN,gujarat-state-financial-corporation
ARVINDPORT,1746014,ARVINDPORT,arvind-port-and-infra-ltd
HGS,544,HGS,hinduja-global-solutions-ltd
DAMODARIND,2864,DAMODARIND,damodar-industries-ltd
HOTLSILV,3797,HOTLSILV,h-s-india-ltd
BLUECLOUDS,4325,BLUECLOUDS,blue-cloud-softech-solutions-ltd
SHRDAIS,2647,SHRDAIS,sharda-ispat-ltd
LIQUID,1580763,LIQUID,mirae-asset-nifty-1d-rate-liquid-etf
13193185,2928217,13193185,capitalnumbers-infotech-ltd
ISLCONSUL,2475,ISLCONSUL,isl-consulting-ltd
522235,83379,522235,minal-industries-ltd
MEDIASSIST,755506,MEDIASSIST,medi-assist-healthcare-services-ltd
AUSTENG,2874,AUSTENG,austin-engineering-company-ltd
HEXATRADEX,541,HEXATRADEX,hexa-tradex-ltd
BOSCH-HCIL,563,BOSCH-HCIL,bosch-home-comfort-india-ltd
DRAGARWQ,3195,DRAGARWQ,dr-agarwal-s-eye-hospital-ltd
NARPROP,3578,NARPROP,narendra-properties-ltd
EPACK,1912620,EPACK,epack-durables-ltd
MAHSCOOTER,819,MAHSCOOTER,maharashtra-scooters-ltd
FCL,1562,FCL,fineotex-chemical-ltd
RAYALEMA,3171,RAYALEMA,royale-manor-hotels-and-industries-ltd
IDEAOPT,3550,IDEAOPT,kretto-syscon-ltd
DALMIA,82916,DALMIA,dalmia-industrial-development-ltd
HDFCAMC,94155,HDFCAMC,hdfc-asset-management-company-ltd
TECHNOE,118204,TECHNOE,techno-electric-engineering-company-ltd
INM,2039497,INM,interiors-more-ltd
GLFL,465,GLFL,gujarat-lease-financing-ltd
FGPIND,2037,FGPIND,fgp-ltd
