name,tlid,symbol,tlname
16550780,3211185,16550780,star-imaging-and-path-lab-ltd
ZDHJERK,3451,ZDHJERK,dhanvantri-jeevan-rekha-ltd
LIBERTSHOE,789,LIBERTSHOE,liberty-shoes-ltd
SAPL,4153,SAPL,sar-auto-products-ltd
WHEELS,1520,WHEELS,wheels-india-ltd
BAJAJHCARE,4373,BAJAJHCARE,bajaj-healthcare-ltd
INCAP,2759,INCAP,incap-ltd
ELFORGE,370,ELFORGE,el-forge-ltd
SPECIALITY,1272,SPECIALITY,speciality-restaurants-ltd
MEGASTAR,94292,MEGASTAR,megastar-foods-ltd
JUBLCPL,2984792,JUBLCPL,jubilant-agri-and-consumer-products-ltd
MODINSULAT,83570,MODINSULAT,modern-insulators-ltd
MLKFOOD,2328,MLKFOOD,milkfood-ltd
PARTHAL,4724,PARTHAL,maitri-enterprises-ltd
NYKAA,705188,NYKAA,fsn-e-commerce-ventures-ltd
TSPIRITUAL,3847,TSPIRITUAL,t-spiritual-world-ltd
HESTERBIO,1568,HESTERBIO,hester-biosciences-ltd
HFCL,543,HFCL,hfcl-ltd
FINEORG,92286,FINEORG,fine-organic-industries-ltd
ONWARDTEC,976,ONWARDTEC,onward-technologies-ltd
FEDERALBNK,412,FEDERALBNK,federal-bank-ltd
JYOTIRES,2713,JYOTIRES,jyoti-resins-adhesives-ltd
SIKOZY,3063,SIKOZY,sikozy-realtors-ltd
JYOTICNC,1873481,JYOTICNC,jyoti-cnc-automation-ltd
SPRL,845608,SPRL,sp-refractories-ltd
EQUIPPP,493,EQUIPPP,equippp-social-impact-technologies-ltd
SICALLOG,1236,SICALLOG,sical-logistics-ltd
KABRAEXTRU,708,KABRAEXTRU,kabra-extrusion-technik-ltd
ASYAINFO,2432,ASYAINFO,axis-solutions-ltd
GSEC5IETF,843494,GSEC5IETF,icici-prudential-nifty-5-yr-benchmark-g-sec-etf
13150274,191733,13150274,cospower-engineering-ltd
GLOSTERLTD,126604,GLOSTERLTD,gloster-ltd
VIMTALABS,1484,VIMTALABS,vimta-labs-ltd
ASHWINI,3356198,ASHWINI,ashwini-container-movers-ltd
FREDUN,4347,FREDUN,fredun-pharmaceuticals-ltd
GSMFOILS,2285049,GSMFOILS,gsm-foils-ltd
16691851,1922182,16691851,qualitek-labs-ltd
CIPLA,268,CIPLA,cipla-ltd
VIKRAMTH,3341,VIKRAMTH,vikram-thermo-india-ltd
DAICHI,3200,DAICHI,dai-ichi-karkaria-ltd
RESONANCE,3009,RESONANCE,resonance-specialties-ltd
DCMSIL,3429605,DCMSIL,dcm-shriram-international-ltd
OMAXE,969,OMAXE,omaxe-ltd
DRSDILIP,118812,DRSDILIP,drs-dilip-roadlines-ltd
AKUMS,2471889,AKUMS,akums-drugs-pharmaceuticals-ltd
BLUSPRING,3135583,BLUSPRING,bluspring-enterprises-ltd
13010126,1922181,13010126,brisk-technovision-ltd
BEMHY,2907,BEMHY,bemco-hydraulics-ltd
CHOICEIN,3559,CHOICEIN,choice-international-ltd
12541974,3262880,12541974,aptus-pharma-ltd
REGENCY,52907,REGENCY,regency-fincorp-ltd
PREMEXPLN,3116,PREMEXPLN,premier-explosives-ltd
JAIPAN,2252,JAIPAN,jaipan-industries-ltd
BODHTREE,212,BODHTREE,bodhtree-consulting-ltd
5PAISA,71260,5PAISA,5paisa-capital-ltd
GLOBOFFS,467,GLOBOFFS,garware-offshore-services-ltd
ITCHOTELS,2956218,ITCHOTELS,itc-hotels-ltd
PSFL,2632761,PSFL,paramount-speciality-forgings-ltd
SATTVAENGG,3227948,SATTVAENGG,sattva-engineering-construction-ltd
INTERCONTINENTAL,82664,INTERCONTINENTAL,medico-intercontinental-ltd
KAKTEX,2844,KAKTEX,kakatiya-textiles-ltd
LINC,1571,LINC,linc-ltd
EMPOWER,2176,EMPOWER,empower-india-ltd
11251163,671910,11251163,getalong-enterprises-ltd
ACCPL,3095051,ACCPL,accretion-pharmaceuticals-ltd
THERMAX,1387,THERMAX,thermax-ltd
BDH,3087,BDH,bdh-industries-ltd
HUHTAMAKI,1002,HUHTAMAKI,huhtamaki-india-ltd
SYRMA,995074,SYRMA,syrma-sgs-technology-ltd
JAGSNPHARM,655,JAGSNPHARM,jagsonpal-pharmaceuticals-ltd
11540278,1852543,11540278,manoj-ceramic-ltd
AMANTA,3234203,AMANTA,amanta-healthcare-ltd
PROLIFE,87808,PROLIFE,prolife-industries-ltd
DENORA,324,DENORA,de-nora-india-ltd
DSINVEST,2093,DSINVEST,dalal-street-investments-ltd
KIRANPR,3577,KIRANPR,kiran-print-pack-ltd
IOLCP,640,IOLCP,iol-chemicals-and-pharmaceuticals-ltd
SADHNANIQ,2295,SADHNANIQ,sadhana-nitro-chem-ltd
LUPIN,804,LUPIN,lupin-ltd
QUESS,4595,QUESS,quess-corp-ltd
GRINDWELL,496,GRINDWELL,grindwell-norton-ltd
MIRZAINT,867,MIRZAINT,mirza-international-ltd
SW1,2147,SW1,sw-investments-ltd
GREENPLY,494,GREENPLY,greenply-industries-ltd
STYLAMIND,3226,STYLAMIND,stylam-industries-ltd
SMARTWORKS,3169772,SMARTWORKS,smartworks-coworking-spaces-ltd
XPROINDIA,1534,XPROINDIA,xpro-india-ltd
RUPA,1158,RUPA,rupa-company-ltd
13521321,3405349,13521321,msafe-equipments-ltd
NEULANDLAB,933,NEULANDLAB,neuland-laboratories-ltd
SHAKTIPUMP,1211,SHAKTIPUMP,shakti-pumps-india-ltd
NPBET,204261,NPBET,tata-nifty-private-bank-exchange-traded-fund
GLAND,338662,GLAND,gland-pharma-ltd
INFLUX,3139377,INFLUX,influx-healthtech-ltd
SSK,2699,SSK,ccme-global-ltd
PATILAUTOM,3136275,PATILAUTOM,patil-automation-ltd
TCPLPACK,2936,TCPLPACK,tcpl-packaging-ltd
HEMORGANIC,3048,HEMORGANIC,hemo-organic-ltd
EVEREADY,398,EVEREADY,eveready-industries-india-ltd
BORORENEW,2118,BORORENEW,borosil-renewables-ltd
FAZE3Q,3253,FAZE3Q,faze-three-ltd
PFLINFOTC,3691,PFLINFOTC,pfl-infotech-ltd
LIBORD,3446,LIBORD,libord-securities-ltd
CHANDAN,2976536,CHANDAN,chandan-healthcare-ltd
VIGOR,3239742,VIGOR,vigor-plast-india-ltd
11290413,140458,11290413,swojas-foods-ltd
RATEGAIN,747240,RATEGAIN,rategain-travel-technologies-ltd
CNOVAPETRO,274,CNOVAPETRO,true-green-bio-energy-ltd
THELEELA,3110331,THELEELA,leela-palaces-hotels-resorts-ltd
SPAL,4656,SPAL,s-p-apparels-ltd
ZIMLAB,94300,ZIMLAB,zim-laboratories-ltd
SRIVASAVI,1375045,SRIVASAVI,srivasavi-adhesive-tapes-ltd
SOFTRAK,82517,SOFTRAK,softrak-venture-investment-ltd
THOMASCOTT,1390,THOMASCOTT,thomas-scott-india-ltd
LOTUSDEV,3193648,LOTUSDEV,sri-lotus-developers-and-realty-ltd
EBANKNIFTY,2616763,EBANKNIFTY,edelweiss-nifty-bank-etf
GENCON,4271,GENCON,generic-engineering-construction-and-projects-ltd
GNA,4710,GNA,gna-axles-ltd
AAVAS,106807,AAVAS,aavas-financiers-ltd
MILLENNIUM,2439,MILLENNIUM,millennium-online-solutions-india-ltd
FDC,410,FDC,fdc-ltd
ATHERENERG,3080909,ATHERENERG,ather-energy-ltd
TEXINFRA,1378,TEXINFRA,texmaco-infrastructure-holdings-ltd
ZYDUSLIFE,229,ZYDUSLIFE,zydus-lifesciences-ltd
JAINIK,3128618,JAINIK,jainik-power-cables-ltd
TORNTPHARM,1409,TORNTPHARM,torrent-pharmaceuticals-ltd
CHEMBONDCH,3191490,CHEMBONDCH,chembond-chemicals-ltd
AYE,3418951,AYE,aye-finance-ltd
UNICHEMLAB,1445,UNICHEMLAB,unichem-laboratories-ltd
COMMITTED,1563602,COMMITTED,committed-cargo-care-ltd
IGARASHI,595,IGARASHI,igarashi-motors-india-ltd
SAMYAKINT,3239,SAMYAKINT,samyak-international-ltd
SBC,149051,SBC,sbc-exports-ltd
PHOENIXLTD,1036,PHOENIXLTD,phoenix-mills-ltd
SHRIRAMFIN,1288,SHRIRAMFIN,shriram-finance-ltd
MEDANTA,1108489,MEDANTA,global-health-ltd
GREAVESCOT,492,GREAVESCOT,greaves-cotton-ltd
PRIZOR,2424197,PRIZOR,prizor-viztech-ltd
CEMPRO,648,CEMPRO,cemindia-projects-ltd
PCBL,1034,PCBL,pcbl-chemical-ltd
PDSL,1555,PDSL,pds-ltd
ELANTAS,2035,ELANTAS,elantas-beck-india-ltd
SIGACHI,709302,SIGACHI,sigachi-industries-ltd
SHUKRADIAM,2977,SHUKRADIAM,shukra-jewellery-ltd
BLSE,1960618,BLSE,bls-e-services-ltd
MIDWEST,3161,MIDWEST,midwest-gold-ltd
EIFFL,87736,EIFFL,euro-india-fresh-foods-ltd
ZFCVINDIA,1508,ZFCVINDIA,zf-commercial-vehicle-control-systems-india-ltd
EMSLIMITED,1665479,EMSLIMITED,ems-ltd
SHADOWFAX,3396102,SHADOWFAX,shadowfax-technologies-ltd
POWERICA,3462454,POWERICA,powerica-ltd
PIRAMALFIN,3322124,PIRAMALFIN,piramal-finance-ltd
MDL,87754,MDL,marvel-decor-ltd
511116,2427,511116,quadrant-televentures-ltd
BTTL,3898,BTTL,bhilwara-technical-textiles-ltd
STARTECK,2570,STARTECK,starteck-finance-ltd
KIRLOSIND,746,KIRLOSIND,kirloskar-industries-ltd
ELECTHERM,369,ELECTHERM,electrotherm-india-ltd
POLYCON,3570,POLYCON,polycon-international-ltd
NORTHLINK,4178,NORTHLINK,northlink-fiscal-capital-services-ltd
16680072,1478426,16680072,cff-fluid-control-ltd
BANK10ADD,3455317,BANK10ADD,dsp-bse-top-10-banks-etf
DLINKINDIA,338,DLINKINDIA,d-link-india-ltd
ALIVUS,606572,ALIVUS,alivus-life-sciences-ltd
SONALAD,3217,SONALAD,sonal-adhesives-ltd
PVTBANIETF,204257,PVTBANIETF,icici-prudential-nifty-private-bank-etf
TVTODAY,1432,TVTODAY,tv-today-network-ltd
PSPPROJECT,54332,PSPPROJECT,psp-projects-ltd
12541585,147295,12541585,sudarshan-pharma-industries-ltd
RPEL,4365,RPEL,raghav-productivity-enhancers-ltd
TEAMLEASE,1955,TEAMLEASE,teamlease-services-ltd
BLACKROSE,2680,BLACKROSE,black-rose-industries-ltd
GMRAIRPORT,472,GMRAIRPORT,gmr-airports-ltd
SHREEPUSHK,1777,SHREEPUSHK,shree-pushkar-chemicals-fertilisers-ltd
GSEC10YEAR,1417744,GSEC10YEAR,mirae-asset-nifty-8-13-yr-g-sec-etf
UFBL,454003,UFBL,united-foodbrands-ltd
IONEXCHANG,2050,IONEXCHANG,ion-exchange-india-ltd
PARIN,110949,PARIN,parin-enterprises-ltd
CERA,254,CERA,cera-sanitaryware-ltd
ROTO,2779,ROTO,roto-pumps-ltd
ESCONET,2043690,ESCONET,esconet-technologies-ltd
YESBANK,1535,YESBANK,yes-bank-ltd
MEESHO,3346816,MEESHO,meesho-ltd
NCLIND,919,NCLIND,ncl-industries-ltd
POLYLINK,3590,POLYLINK,polylink-polymers-india-ltd
OLECTRA,484,OLECTRA,olectra-greentech-ltd
NNTL,2555,NNTL,n2n-technologies-ltd
REDINGTON,1120,REDINGTON,redington-ltd
KIRLOSBROS,744,KIRLOSBROS,kirloskar-brothers-ltd
SHYAMCENT,1770,SHYAMCENT,shyam-century-ferrous-ltd
PADMANABH,82410,PADMANABH,padmanabh-alloys-polymers-ltd
KOTYARK,700365,KOTYARK,kotyark-industries-ltd
MACINTR,2596,MACINTR,astal-laboratories-ltd
GALAXYSURF,74800,GALAXYSURF,galaxy-surfactants-ltd
PBAINFRA,1013,PBAINFRA,pba-infrastructure-ltd
WPIL,2254,WPIL,wpil-ltd
AUROPHARMA,132,AUROPHARMA,aurobindo-pharma-ltd
LLOYDSENGG,4740,LLOYDSENGG,lloyds-engineering-works-ltd
SABAR,1029718,SABAR,sabar-flex-india-ltd
GILADAFINS,4106,GILADAFINS,gilada-finance-investments-ltd
15070618,3520089,15070618,yaashvi-jewellers-ltd
QUANTDIA,3302,QUANTDIA,quantum-digital-vision-india-ltd
MOTOUR,3138438,MOTOUR,motilal-oswal-nifty-india-tourism-etf
JSWINFRA,1698179,JSWINFRA,jsw-infrastructure-ltd
SUNPHARMA,1316,SUNPHARMA,sun-pharmaceutical-industries-ltd
OBRSESY,2697,OBRSESY,one-global-service-provider-ltd
HIMALFD,2436,HIMALFD,rkd-agri-retail-ltd
HAPPYFORGE,1833301,HAPPYFORGE,happy-forgings-ltd
SAILIFE,2840733,SAILIFE,sai-life-science-ltd
PILITA,1040,PILITA,pil-italica-lifestyle-ltd
MAMATA,2858205,MAMATA,mamata-machinery-ltd
SHEEL,3275140,SHEEL,sheel-biotech-ltd
WELENT,1517,WELENT,welspun-enterprises-ltd
GOYALASS,4727,GOYALASS,goyal-associates-ltd
OBSCP,2728198,OBSCP,obsc-perfection-ltd
SUNSHIEL,3406,SUNSHIEL,sunshield-chemicals-ltd
APARINDS,88,APARINDS,apar-industries-ltd
KKCL,749,KKCL,kewal-kiran-clothing-ltd
WELSPUNLIV,1518,WELSPUNLIV,welspun-living-ltd
BANKNIFTY1,1620,BANKNIFTY1,kotak-nifty-bank-etf
CGCL,257,CGCL,capri-global-capital-ltd
16070239,149354,16070239,sk-international-export-ltd
VLSFINANCE,1497,VLSFINANCE,vls-finance-ltd
GUFICBIO,509,GUFICBIO,gufic-biosciences-ltd
MANGLMCEM,831,MANGLMCEM,mangalam-cement-ltd
BANSALWIRE,2395250,BANSALWIRE,bansal-wire-industries-ltd
ABSL10BANK,3447724,ABSL10BANK,aditya-birla-sun-life-bse-top-10-banks-etf
13140063,2845096,13140063,yash-highvoltage-ltd
NHPC,938,NHPC,nhpc-ltd
CBAZAAR,1804377,CBAZAAR,net-avenue-technologies-ltd
NACLIND,3071,NACLIND,nacl-industries-ltd
DIVGIITTS,1381687,DIVGIITTS,divgi-torqtransfer-systems-ltd
RELTD,2174,RELTD,ravindra-energy-ltd
AGARWALFT,1350451,AGARWALFT,agarwal-float-glass-india-ltd
GUJPOLYA,2754,GUJPOLYA,gujarat-poly-electronics-ltd
KJMCCORP,3810,KJMCCORP,kjmc-corporate-advisors-india-ltd
PRESTIGE,1071,PRESTIGE,prestige-estates-projects-ltd
13560263,1782161,13560263,kalyani-cast-tech-ltd
LYKALABS,805,LYKALABS,lyka-labs-ltd
SJS,710818,SJS,sjs-enterprises-ltd
11120223,676910,11120223,shri-venkatesh-refineries-ltd
11290281,2150770,11290281,chatha-foods-ltd
GANDHAR,1785396,GANDHAR,gandhar-oil-refinery-india-ltd
544434,3152452,544434,neetu-yoshi-ltd
SIMPLXMIL,3890,SIMPLXMIL,simplex-mills-company-ltd
AADHARHFC,2249184,AADHARHFC,aadhar-housing-finance-ltd
TINNARUBR,3340,TINNARUBR,tinna-rubber-and-infrastructure-ltd
CUDML,3195214,CUDML,cash-ur-drive-marketing-ltd
BAJFINANCE,150,BAJFINANCE,bajaj-finance-ltd
GREENLAM,1565,GREENLAM,greenlam-industries-ltd
OBEROIRLTY,962,OBEROIRLTY,oberoi-realty-ltd
TBOTEK,2245414,TBOTEK,tbo-tek-ltd
ARKADE,2629534,ARKADE,arkade-developers-ltd
AHCL,3230211,AHCL,anlon-healthcare-ltd
SVAMSOF,2970,SVAMSOF,svam-software-ltd
SCHNEIDER,1195,SCHNEIDER,schneider-electric-infrastructure-ltd
TBZ,1367,TBZ,tribhovandas-bhimji-zaveri-ltd
CPEDU,3247192,CPEDU,career-point-edutech-ltd
FLUOROCHEM,169265,FLUOROCHEM,gujarat-fluorochemicals-ltd
KODYTECH,1694303,KODYTECH,kody-technolab-ltd
VIYASH,1984,VIYASH,viyash-scientific-ltd
BANKBEES,1581,BANKBEES,nippon-india-etf-nifty-bank-bees
SHAWGELTIN,3189,SHAWGELTIN,narmada-gelatines-ltd
RUSTOMJEE,1131322,RUSTOMJEE,keystone-realtors-ltd
ASIACAP,4102,ASIACAP,asia-capital-ltd
FERMENTA,2284,FERMENTA,fermenta-biotech-ltd
GRWRHITECH,2089,GRWRHITECH,garware-hi-tech-films-ltd
APMIN,2954,APMIN,apm-industries-ltd
EIEL,2799242,EIEL,enviro-infra-engineers-ltd
12060196,3187135,12060196,patel-chem-specialities-ltd
WENDT,1519,WENDT,wendt-india-ltd
MOTILALOFS,879,MOTILALOFS,motilal-oswal-financial-services-ltd
524238,83583,524238,gujarat-inject-kerala-ltd
POLYMED,1053,POLYMED,poly-medicure-ltd
SUPERSPIN,1321,SUPERSPIN,super-spinning-mills-ltd
J&KBANK,653,J&KBANK,jammu-kashmir-bank-ltd
DBL,4652,DBL,dilip-buildcon-ltd
LYONS,82468,LYONS,lyons-corporate-market-ltd
13521285,3457157,13521285,tipco-engineering-india-ltd
RGL,1138,RGL,renaissance-global-ltd
PRIVISCL,1723,PRIVISCL,privi-speciality-chemicals-ltd
CITYONLINE,4083,CITYONLINE,city-online-services-ltd
ACE,24,ACE,action-construction-equipment-ltd
CNL,97162,CNL,creative-newtech-ltd
CARBORUNIV,238,CARBORUNIV,carborundum-universal-ltd
PANACEABIO,996,PANACEABIO,panacea-biotec-ltd
OPTIEMUS,3264,OPTIEMUS,optiemus-infracom-ltd
MOHITE,3796,MOHITE,mohite-industries-ltd
ALPL30IETF,382129,ALPL30IETF,icici-prudential-nifty-alpha-low-volatility-30-etf
CHEMBOND,3412,CHEMBOND,chembond-material-technologies-ltd
KIRLPNU,2214,KIRLPNU,kirloskar-pneumatic-company-ltd
SMVD,87760,SMVD,smvd-poly-pack-ltd
GOODLUCK,1552,GOODLUCK,goodluck-india-ltd
TRANSFD,2812,TRANSFD,transglobe-foods-ltd
NAZARA,447585,NAZARA,nazara-technologies-ltd
SONUINFRA,884295,SONUINFRA,sonu-infratech-ltd
LOVABLE,798,LOVABLE,lovable-lingerie-ltd
KINETICENG,2055,KINETICENG,kinetic-engineering-ltd
MOMENTUM50,2695190,MOMENTUM50,motilal-oswal-nifty-500-momentum-50-etf
MOTHERSON,878,MOTHERSON,samvardhana-motherson-international-ltd
DANISH,2725567,DANISH,danish-power-ltd
VINAYAKPOL,3933,VINAYAKPOL,vinayak-polycon-international-ltd
MAYURUNIQ,847,MAYURUNIQ,mayur-uniquoters-ltd
SURANAT&P,1329,SURANAT&P,surana-telecom-and-power-ltd
KRISHPP,3394392,KRISHPP,krishival-foods-ltd-partly-paidup
SETFNIFBK,1623,SETFNIFBK,sbi-banking-etf
FAIRCHEMOR,381980,FAIRCHEMOR,fairchem-organics-ltd
MARKSANS,841,MARKSANS,marksans-pharma-ltd
RJKMRFR,2623,RJKMRFR,krishanveer-forge-ltd
SREESAKHTI,3862,SREESAKHTI,cella-space-ltd
EMCURE,2393790,EMCURE,emcure-pharmaceuticals-ltd
TRCFIN,2501,TRCFIN,byld-capital-finance-ltd
BBNPNBETF,2319580,BBNPNBETF,baroda-bnp-paribas-nifty-bank-etf
BANKADD,1271608,BANKADD,dsp-nifty-bank-etf
AXISBNKETF,382152,AXISBNKETF,axis-nifty-bank-etf
RAMCOIND,1104,RAMCOIND,ramco-industries-ltd
DYNAMIC,676913,DYNAMIC,dynamic-services-security-ltd
AUTOCORP,2205,AUTOCORP,automobile-corporation-of-goa-ltd
UNIVASTU,87769,UNIVASTU,univastu-india-ltd
WOODSVILA,3228,WOODSVILA,woodsvilla-ltd
GREENLEAF,3274327,GREENLEAF,greenleaf-envirotech-ltd
13193382,3397048,13193382,digilogic-systems-ltd
NICCOPAR,3183,NICCOPAR,nicco-parks-resorts-ltd
BMLL,3517655,BMLL,bio-medica-laboratories-ltd
SANGHVIMOV,1181,SANGHVIMOV,sanghvi-movers-ltd
TARSONS,731411,TARSONS,tarsons-products-ltd
KAIRA,2197,KAIRA,kaira-can-company-ltd
TULIVE,2215,TULIVE,tulive-developers-ltd
PGHL,858,PGHL,procter-gamble-health-ltd
IDFCFIRSTB,1786,IDFCFIRSTB,idfc-first-bank-ltd
HDFCPVTBAN,1109036,HDFCPVTBAN,hdfc-nifty-private-bank-etf
VELS,1394504,VELS,vels-film-international-ltd
GEMSPIN,2852,GEMSPIN,gem-spinners-india-ltd
SAYAJIHOTL,1191,SAYAJIHOTL,sayaji-hotels-ltd
SWARAJENG,1339,SWARAJENG,swaraj-engines-ltd
HDFCNIFBAN,382131,HDFCNIFBAN,hdfc-nifty-bank-etf
MOBANK10,3481975,MOBANK10,motilal-oswal-bse-top-10-banks-etf
PARLESOFT,3878,PARLESOFT,parle-industries-ltd
GOWRALE,3376,GOWRALE,gowra-leasing-finance-ltd
SPECTRUM,109636,SPECTRUM,spectrum-electrical-industries-ltd
IXIGO,2328701,IXIGO,le-travenues-technology-ltd
GODREJIND,477,GODREJIND,godrej-industries-ltd
SUNDRMBRAK,1312,SUNDRMBRAK,sundaram-brake-lining-ltd
542627,139665,542627,chandni-machines-ltd
BANKETF,1575019,BANKETF,mirae-asset-nifty-bank-etf
INDAGIV,2742,INDAGIV,ind-agiv-commerce-ltd
PTL,1082,PTL,ptl-enterprises-ltd
MOMOMENTUM,800129,MOMOMENTUM,motilal-oswal-nifty-200-momentum-30-etf
CANTABIL,235,CANTABIL,cantabil-retail-india-ltd
ARIAC,3620,ARIAC,disha-resources-ltd
VRL,4077,VRL,vasundhara-rasayans-ltd
13192884,678051,13192884,cwd-ltd
12070207,3160721,12070207,chemkart-india-ltd
ASHAI,2796,ASHAI,ashiana-agro-industries-ltd
PEOPLIN,4406,PEOPLIN,peoples-investments-ltd
HIKAL,545,HIKAL,hikal-ltd
APLLTD,92,APLLTD,alembic-pharmaceuticals-ltd
SHRERAJSYN,2158,SHRERAJSYN,shree-rajasthan-syntex-ltd
JKIPL,3262885,JKIPL,jinkushal-industries-ltd
DESHRAK,3612,DESHRAK,desh-rakshak-aushdhalaya-ltd
PWL,3321514,PWL,physicswallah-ltd
IVALUE,3261441,IVALUE,ivalue-infosolutions-ltd
MARICO,840,MARICO,marico-ltd
DHOOTIN,3232,DHOOTIN,dhoot-industrial-finance-ltd
16691924,3190016,16691924,repono-ltd
12541616,183941,12541616,chandra-bhagat-pharma-ltd
MARUSHIKA,3418950,MARUSHIKA,marushika-technology-ltd
NIRLON,2067,NIRLON,nirlon-ltd
11251248,1719120,11251248,city-crops-agro-ltd
BOSCHLTD,214,BOSCHLTD,bosch-ltd
11580088,1429866,11580088,retina-paints-ltd
LTF,777,LTF,l-t-finance-ltd
BIRET,414152,BIRET,brookfield-india-real-estate-trust
TVSELECT,1429,TVSELECT,tvs-electronics-ltd
RISHIPACK,2910,RISHIPACK,rishi-techtex-ltd
16610252,178606,16610252,vaxfab-enterprises-ltd
SHEMAROO,1217,SHEMAROO,shemaroo-entertainment-ltd
BINNYMILLS,3964,BINNYMILLS,binny-mills-ltd
BANKIETF,382127,BANKIETF,icici-prudential-nifty-bank-etf
SYNOPTICS,1520709,SYNOPTICS,synoptics-technologies-ltd
BANKBETF,1894717,BANKBETF,bajaj-finserv-nifty-bank-etf
VIJSOLX,3458,VIJSOLX,vijay-solvex-ltd
HINDAPL,4475,HINDAPL,hindustan-appliances-ltd
BANKBETA,382149,BANKBETA,uti-nifty-bank-etf
SIS,57882,SIS,sis-ltd
MPSLTD,882,MPSLTD,mps-ltd
STARDELTA,4233,STARDELTA,star-delta-transformers-ltd
SREEL,1281,SREEL,sreeleathers-ltd
INTRGLB,2447,INTRGLB,inter-globe-finance-ltd
AHLUCONT,43,AHLUCONT,ahluwalia-contracts-india-ltd
STEELCOGUJ,2082,STEELCOGUJ,steelco-gujarat-ltd
WELSPLSOL,2077,WELSPLSOL,welspun-specialty-solutions-ltd
AIROLAM,87731,AIROLAM,airo-lam-ltd
MARINE,111258,MARINE,marine-electricals-india-ltd
SWRNASE,3442,SWRNASE,swarna-securities-ltd
MOM30IETF,982385,MOM30IETF,icici-prudential-nifty-200-momentum-30-etf
AGARWALTUF,2805062,AGARWALTUF,agarwal-toughened-glass-india-ltd
KDDL,2004,KDDL,kddl-ltd
UNIPARTS,1164371,UNIPARTS,uniparts-india-ltd
SANATHAN,2863354,SANATHAN,sanathan-textiles-ltd
13510409,3262881,13510409,bharatrohan-airborne-innovations-ltd
GARFIBRES,441,GARFIBRES,garware-technical-fibres-ltd
MANORAMA,110310,MANORAMA,manorama-industries-ltd
LRRPL,1352282,LRRPL,lead-reclaim-and-rubber-products-ltd
13240199,644313,13240199,platinumone-business-services-ltd
11580097,3264359,11580097,true-colors-ltd
MARC,3361252,MARC,marc-technocrats-ltd
GULCHEM,3844,GULCHEM,genus-prime-infra-ltd
BHILSPIN,2689,BHILSPIN,bhilwara-spinners-ltd
SWARAJ,847706,SWARAJ,swaraj-suiting-ltd
JNKINDIA,2217258,JNKINDIA,jnk-india-ltd
SMALL250,3330890,SMALL250,mirae-asset-nifty-smallcap-250-etf
GSEC10IETF,1245511,GSEC10IETF,icici-prudential-nifty-10-yr-benchmark-g-sec-etf
WEWORK,3279321,WEWORK,wework-india-management-ltd
IKAB,2685,IKAB,mkventures-capital-ltd
STURDY,3359,STURDY,sturdy-industries-ltd
KAPSTON,87846,KAPSTON,kapston-services-ltd
531286,139057,531286,adhata-global-ltd
TRIVENI,1419,TRIVENI,triveni-engineering-industries-ltd
15211103,3239027,15211103,goel-construction-company-ltd
HDFCMOMENT,1062609,HDFCMOMENT,hdfc-nifty200-momentum-30-etf
PERMAGNET,2167,PERMAGNET,permanent-magnets-ltd
DPWIRES,87874,DPWIRES,d-p-wires-ltd
ABSLBANETF,204260,ABSLBANETF,aditya-birla-sun-life-banking-etf
SBIETFPB,382133,SBIETFPB,sbi-etf-private-bank
ROLEXRINGS,612873,ROLEXRINGS,rolex-rings-ltd
SAMRATPH,3259,SAMRATPH,samrat-pharmachem-ltd
GROWWRLTY,3289364,GROWWRLTY,groww-nifty-realty-etf
STLTECH,1299,STLTECH,sterlite-technologies-ltd
KRISHIVAL,854170,KRISHIVAL,krishival-foods-ltd
SHILPAMED,1218,SHILPAMED,shilpa-medicare-ltd
KONARKSY,2674,KONARKSY,konark-synthetics-ltd
MUTHOOTMF,1834278,MUTHOOTMF,muthoot-microfin-ltd
INDOSTAR,88364,INDOSTAR,indostar-capital-finance-ltd
KNAGRI,846999,KNAGRI,kn-agri-resources-ltd
IPSL,1105231,IPSL,integrated-personnel-services-ltd
ACCENTMIC,1818674,ACCENTMIC,accent-microcell-ltd
MOGSEC,382142,MOGSEC,motilal-oswal-5-year-g-sec-etf
AMARDEE,3667,AMARDEE,amerise-biosciences-ltd
CENTUM,251,CENTUM,centum-electronics-ltd
HINDWAREAP,178605,HINDWAREAP,hindware-home-innovation-ltd
11120234,1954283,11120234,mayank-cattle-food-ltd
SHYAMTEL,1234,SHYAMTEL,shyam-telecom-ltd
SAINTGOBAIN,2722,SAINTGOBAIN,saint-gobain-sekurit-india-ltd
VIPULDYE,3363,VIPULDYE,vipul-organics-ltd
HMT,566,HMT,hmt-ltd
RISHABH,1650515,RISHABH,rishabh-instruments-ltd
12541720,1055950,12541720,trident-lifeline-ltd
FINCABLES,416,FINCABLES,finolex-cables-ltd
SUNCITYSY,3392,SUNCITYSY,suncity-synthetics-ltd
PATTECH,1420735,PATTECH,pattech-fitwell-tube-components-ltd
13110344,3086198,13110344,srigee-dlm-ltd
ADVLIFE,2843,ADVLIFE,advance-lifestyles-ltd
544371,3017547,544371,vikram-aroma-ltd
IDBI,588,IDBI,idbi-bank-ltd
DYCL,82689,DYCL,dynamic-cables-ltd
TMCV,3327757,TMCV,tata-motors-ltd
SELECTIPO,3029120,SELECTIPO,mirae-asset-bse-select-ipo-etf
OILCOUNTUB,966,OILCOUNTUB,oil-country-tubular-ltd
